username,social_media_usage,online_shopping
User_1664,5,8
User_1665,1,0
User_1666,10,9
User_1667,5,5
User_1668,8,0
User_1669,13,9
User_1670,8,2
User_1671,4,2
User_1672,7,3
User_1673,5,2
User_1674,13,3
User_1675,8,8
User_1676,0,4
User_1677,6,5
User_1678,3,6
User_1679,1,7
User_1680,8,9
User_1681,5,5
User_1682,4,1
User_1683,14,8
User_1684,15,2
User_1685,9,10
User_1686,12,1
User_1687,12,5
User_1688,2,9
User_1689,10,3
User_1690,6,7
User_1691,0,1
User_1692,0,2
User_1693,1,9
User_1694,4,10
User_1695,7,7
User_1696,9,9
User_1697,12,5
User_1698,4,0
User_1699,1,10
User_1700,13,4
User_1701,0,3
User_1702,8,10
User_1703,14,9
User_1704,5,8
User_1705,10,7
User_1706,15,8
User_1707,8,7
User_1708,12,6
User_1709,15,2
User_1710,5,3
User_1711,8,7
User_1712,12,9
User_1713,2,3
User_1714,11,2
User_1715,13,9
User_1716,9,2
User_1717,9,0
User_1718,3,6
User_1719,2,9
User_1720,8,1
User_1721,14,7
User_1722,14,5
User_1723,1,9
User_1724,0,0
User_1725,4,7
User_1726,8,3
User_1727,10,1
User_1728,4,7
User_1729,13,0
User_1730,7,1
User_1731,2,7
User_1732,4,1
User_1733,0,2
User_1734,10,7
User_1735,4,7
User_1736,10,0
User_1737,8,7
User_1738,13,4
User_1739,9,9
User_1740,2,1
User_1741,7,3
User_1742,7,7
User_1743,0,9
User_1744,4,5
User_1745,6,9
User_1746,14,10
User_1747,7,8
User_1748,12,2
User_1749,4,2
User_1750,1,8
User_1751,2,1
User_1752,11,8
User_1753,10,3
User_1754,7,7
User_1755,10,2
User_1756,3,10
User_1757,13,1
User_1758,2,3
User_1759,2,1
User_1760,9,0
User_1761,5,5
User_1762,10,2
User_1763,10,2
User_1764,1,7
User_1765,12,3
User_1766,14,6
User_1767,12,0
User_1768,10,3
User_1769,2,0
User_1770,1,7
User_1771,14,7
User_1772,4,9
User_1773,8,7
User_1774,6,0
User_1775,3,0
User_1776,11,2
User_1777,6,8
User_1778,0,0
User_1779,8,9
User_1780,2,4
User_1781,9,7
User_1782,7,5
User_1783,14,0
User_1784,10,0
User_1785,10,2
User_1786,13,3
User_1787,11,10
User_1788,12,7
User_1789,0,1
User_1790,3,5
User_1791,12,10
User_1792,1,8
User_1793,1,8
User_1794,3,3
User_1795,9,4
User_1796,8,5
User_1797,11,4
User_1798,0,4
User_1799,0,7
User_1800,14,0
User_1801,4,0
User_1802,14,8
User_1803,10,8
User_1804,12,7
User_1805,1,6
User_1806,5,5
User_1807,9,1
User_1808,4,3
User_1809,1,10
User_1810,7,4
User_1811,5,5
User_1812,4,8
User_1813,4,3
User_1814,2,5
User_1815,5,5
User_1816,6,5
User_1817,6,9
User_1818,3,1
User_1819,10,4
User_1820,13,3
User_1821,11,7
User_1822,8,0
User_1823,11,2
User_1824,11,9
User_1825,11,1
User_1826,1,5
User_1827,9,5
User_1828,12,2
User_1829,4,5
User_1830,0,7
User_1831,7,10
User_1832,11,10
User_1833,2,3
User_1834,12,1
User_1835,12,5
User_1836,6,6
User_1837,9,7
User_1838,2,0
User_1839,11,9
User_1840,12,3
User_1841,11,2
User_1842,9,7
User_1843,11,2
User_1844,10,0
User_1845,0,8
User_1846,4,3
User_1847,2,2
User_1848,3,6
User_1849,12,7
User_1850,9,6
User_1851,2,4
User_1852,2,7
User_1853,8,8
User_1854,5,0
User_1855,12,4
User_1856,10,1
User_1857,4,2
User_1858,5,2
User_1859,15,8
User_1860,14,7
User_1861,7,4
User_1862,12,2
User_1863,9,4
User_1864,13,8
User_1865,4,3
User_1866,5,0
User_1867,7,4
User_1868,6,2
User_1869,14,5
User_1870,2,4
User_1871,12,1
User_1872,13,0
User_1873,2,10
User_1874,6,9
User_1875,6,4
User_1876,15,5
User_1877,3,9
User_1878,3,6
User_1879,9,3
User_1880,7,0
User_1881,5,6
User_1882,13,10
User_1883,8,10
User_1884,9,6
User_1885,4,3
User_1886,13,8
User_1887,15,1
User_1888,4,8
User_1889,0,5
User_1890,8,9
User_1891,13,5
User_1892,5,9
User_1893,3,1
User_1894,14,9
User_1895,6,6
User_1896,3,10
User_1897,7,0
User_1898,4,4
User_1899,9,1
User_1900,3,7
User_1901,0,3
User_1902,14,8
User_1903,5,9
User_1904,14,3
User_1905,10,6
User_1906,1,2
User_1907,14,3
User_1908,6,1
User_1909,4,9
User_1910,7,10
User_1911,5,4
User_1912,12,3
User_1913,11,6
User_1914,8,8
User_1915,5,4
User_1916,6,4
User_1917,9,4
User_1918,11,5
User_1919,13,7
User_1920,0,7
User_1921,7,4
User_1922,9,0
User_1923,9,5
User_1924,5,2
User_1925,15,5
User_1926,8,6
User_1927,12,2
User_1928,0,9
User_1929,5,0
User_1930,13,8
User_1931,14,0
User_1932,14,0
User_1933,7,7
User_1934,14,5
User_1935,12,3
User_1936,7,2
User_1937,15,3
User_1938,14,2
User_1939,9,5
User_1940,11,6
User_1941,8,8
User_1942,6,9
User_1943,12,0
User_1944,15,7
User_1945,14,5
User_1946,4,0
User_1947,0,0
User_1948,12,5
User_1949,5,1
User_1950,3,9
User_1951,8,5
User_1952,4,2
User_1953,3,0
User_1954,10,3
User_1955,9,7
User_1956,8,0
User_1957,14,4
User_1958,15,8
User_1959,11,9
User_1960,4,7
User_1961,4,1
User_1962,4,5
User_1963,4,6
User_1964,13,5
User_1965,4,8
User_1966,3,9
User_1967,2,2
User_1968,8,2
User_1969,4,5
User_1970,9,6
User_1971,13,7
User_1972,7,6
User_1973,5,1
User_1974,6,7
User_1975,0,9
User_1976,9,9
User_1977,14,1
User_1978,1,6
User_1979,1,6
User_1980,2,9
User_1981,11,7
User_1982,15,3
User_1983,2,0
User_1984,13,1
User_1985,12,4
User_1986,2,3
User_1987,5,8
User_1988,3,8
User_1989,7,1
User_1990,4,5
User_1991,1,8
User_1992,14,0
User_1993,10,9
User_1994,2,7
User_1995,13,6
User_1996,14,9
User_1997,13,9
User_1998,14,4
User_1999,0,5
User_2000,7,9
User_2001,15,9
User_2002,12,8
User_2003,15,8
User_2004,15,0
User_2005,3,9
User_2006,8,9
User_2007,5,9
User_2008,11,5
User_2009,14,8
User_2010,7,5
User_2011,14,8
User_2012,6,9
User_2013,11,5
User_2014,14,8
User_2015,12,1
User_2016,2,2
User_2017,2,4
User_2018,10,1
User_2019,7,0
User_2020,7,0
User_2021,4,2
User_2022,7,0
User_2023,8,9
User_2024,6,1
User_2025,2,6
User_2026,8,8
User_2027,3,6
User_2028,4,5
User_2029,14,7
User_2030,10,10
User_2031,14,0
User_2032,10,6
User_2033,13,4
User_2034,15,3
User_2035,10,8
User_2036,13,8
User_2037,2,5
User_2038,6,2
User_2039,6,4
User_2040,8,8
User_2041,13,1
User_2042,2,1
User_2043,6,2
User_2044,13,6
User_2045,3,1
User_2046,14,7
User_2047,3,6
User_2048,1,6
User_2049,7,3
User_2050,0,1
User_2051,9,6
User_2052,0,6
User_2053,3,5
User_2054,7,8
User_2055,3,10
User_2056,4,3
User_2057,1,6
User_2058,15,6
User_2059,8,3
User_2060,3,0
User_2061,4,2
User_2062,10,10
User_2063,0,10
User_2064,4,5
User_2065,0,2
User_2066,12,10
User_2067,1,3
User_2068,11,0
User_2069,3,6
User_2070,11,2
User_2071,10,1
User_2072,14,3
User_2073,14,2
User_2074,1,0
User_2075,7,4
User_2076,14,4
User_2077,9,3
User_2078,14,10
User_2079,1,7
User_2080,5,2
User_2081,7,2
User_2082,10,7
User_2083,8,7
User_2084,9,5
User_2085,5,0
User_2086,0,7
User_2087,3,4
User_2088,8,4
User_2089,14,7
User_2090,5,9
User_2091,13,0
User_2092,5,7
User_2093,9,4
User_2094,6,9
User_2095,13,3
User_2096,8,0
User_2097,0,6
User_2098,11,5
User_2099,3,7
User_2100,6,7
User_2101,2,5
User_2102,9,1
User_2103,10,9
User_2104,14,7
User_2105,9,1
User_2106,11,1
User_2107,14,7
User_2108,3,9
User_2109,1,3
User_2110,8,5
User_2111,4,2
User_2112,1,8
User_2113,8,3
User_2114,9,0
User_2115,12,3
User_2116,7,4
User_2117,4,1
User_2118,11,1
User_2119,12,1
User_2120,13,10
User_2121,13,0
User_2122,4,9
User_2123,11,9
User_2124,8,6
User_2125,5,9
User_2126,13,8
User_2127,1,9
User_2128,2,5
User_2129,10,4
User_2130,2,2
User_2131,4,2
User_2132,11,6
User_2133,1,9
User_2134,14,1
User_2135,12,5
User_2136,14,7
User_2137,13,9
User_2138,11,1
User_2139,14,8
User_2140,14,0
User_2141,13,8
User_2142,6,4
User_2143,11,3
User_2144,6,10
User_2145,11,8
User_2146,2,6
User_2147,2,4
User_2148,15,7
User_2149,7,6
User_2150,1,3
User_2151,11,0
User_2152,14,3
User_2153,8,0
User_2154,10,4
User_2155,14,6
User_2156,2,10
User_2157,14,8
User_2158,15,6
User_2159,6,9
User_2160,7,7
User_2161,14,2
User_2162,10,4
User_2163,15,7
User_2164,9,1
User_2165,3,6
User_2166,6,2
User_2167,1,3
User_2168,15,0
User_2169,5,10
User_2170,0,9
User_2171,12,1
User_2172,3,6
User_2173,4,7
User_2174,4,8
User_2175,7,9
User_2176,1,8
User_2177,8,8
User_2178,7,7
User_2179,0,1
User_2180,15,1
User_2181,9,1
User_2182,12,9
User_2183,10,1
User_2184,3,3
User_2185,0,9
User_2186,10,5
User_2187,5,6
User_2188,15,9
User_2189,13,6
User_2190,5,1
User_2191,0,9
User_2192,4,7
User_2193,0,1
User_2194,4,0
User_2195,8,5
User_2196,11,0
User_2197,4,6
User_2198,3,1
User_2199,12,0
User_2200,5,8
User_2201,1,1
User_2202,6,9
User_2203,1,0
User_2204,0,7
User_2205,3,7
User_2206,5,6
User_2207,1,8
User_2208,14,6
User_2209,11,1
User_2210,6,1
User_2211,6,10
User_2212,2,6
User_2213,2,5
User_2214,14,6
User_2215,11,4
User_2216,9,7
User_2217,4,9
User_2218,3,6
User_2219,1,4
User_2220,15,10
User_2221,6,4
User_2222,4,0
User_2223,13,3
User_2224,14,4
User_2225,13,3
User_2226,6,2
User_2227,5,4
User_2228,5,2
User_2229,15,7
User_2230,1,9
User_2231,15,1
User_2232,1,5
User_2233,10,4
User_2234,8,6
User_2235,6,4
User_2236,10,0
User_2237,3,6
User_2238,2,5
User_2239,11,7
User_2240,6,3
User_2241,1,8
User_2242,13,3
User_2243,3,8
User_2244,11,0
User_2245,6,5
User_2246,8,9
User_2247,13,3
User_2248,5,6
User_2249,0,9
User_2250,7,6
User_2251,6,8
User_2252,4,7
User_2253,1,6
User_2254,4,1
User_2255,4,2
User_2256,1,5
User_2257,12,4
User_2258,9,0
User_2259,1,2
User_2260,4,8
User_2261,5,8
User_2262,2,1
User_2263,9,4
User_2264,4,3
User_2265,11,5
User_2266,5,3
User_2267,1,1
User_2268,6,1
User_2269,0,3
User_2270,12,8
User_2271,14,1
User_2272,7,6
User_2273,4,2
User_2274,6,7
User_2275,7,6
User_2276,9,2
User_2277,10,4
User_2278,12,1
User_2279,0,6
User_2280,13,0
User_2281,1,6
User_2282,10,8
User_2283,10,7
User_2284,6,7
User_2285,9,7
User_2286,5,1
User_2287,10,8
User_2288,10,6
User_2289,4,5
User_2290,0,1
User_2291,13,10
User_2292,15,1
User_2293,12,1
User_2294,2,0
User_2295,4,10
User_2296,10,6
User_2297,11,0
User_2298,3,5
User_2299,9,6
User_2300,8,1
User_2301,13,7
User_2302,7,8
User_2303,2,10
User_2304,4,1
User_2305,5,8
User_2306,1,2
User_2307,14,8
User_2308,13,3
User_2309,0,5
User_2310,2,6
User_2311,4,10
User_2312,2,4
User_2313,9,0
User_2314,8,1
User_2315,8,10
User_2316,14,1
User_2317,8,10
User_2318,11,1
User_2319,6,7
User_2320,10,1
User_2321,11,7
User_2322,8,5
User_2323,10,0
User_2324,5,3
User_2325,0,2
User_2326,1,3
User_2327,5,1
User_2328,13,1
User_2329,10,6
User_2330,13,2
User_2331,13,7
User_2332,1,7
User_2333,5,0
User_2334,15,8
User_2335,15,2
User_2336,0,2
User_2337,9,7
User_2338,3,5
User_2339,5,6
User_2340,3,9
User_2341,1,1
User_2342,12,8
User_2343,3,9
User_2344,13,4
User_2345,15,5
User_2346,10,10
User_2347,9,4
User_2348,12,6
User_2349,4,9
User_2350,2,7
User_2351,11,10
User_2352,4,0
User_2353,11,1
User_2354,7,7
User_2355,13,6
User_2356,11,0
User_2357,3,2
User_2358,8,5
User_2359,15,5
User_2360,10,5
User_2361,6,5
User_2362,7,0
User_2363,14,9
User_2364,4,5
User_2365,4,1
User_2366,12,4
User_2367,14,10
User_2368,11,10
User_2369,1,2
User_2370,0,7
User_2371,3,5
User_2372,8,4
User_2373,5,3
User_2374,15,0
User_2375,4,7
User_2376,10,7
User_2377,6,7
User_2378,13,5
User_2379,0,4
User_2380,7,4
User_2381,8,9
User_2382,3,4
User_2383,10,8
User_2384,0,2
User_2385,5,2
User_2386,9,5
User_2387,7,10
User_2388,14,10
User_2389,0,0
User_2390,15,0
User_2391,11,10
User_2392,14,6
User_2393,0,3
User_2394,2,4
User_2395,3,8
User_2396,13,6
User_2397,1,2
User_2398,12,4
User_2399,7,3
User_2400,7,4
User_2401,8,1
User_2402,14,6
User_2403,14,0
User_2404,14,6
User_2405,1,3
User_2406,7,1
User_2407,10,5
User_2408,2,0
User_2409,7,7
User_2410,14,3
User_2411,6,1
User_2412,2,10
User_2413,7,3
User_2414,13,4
User_2415,6,7
User_2416,3,8
User_2417,1,4
User_2418,5,7
User_2419,9,4
User_2420,2,2
User_2421,14,9
User_2422,14,6
User_2423,14,0
User_2424,9,4
User_2425,15,5
User_2426,10,5
User_2427,2,2
User_2428,12,9
User_2429,0,1
User_2430,13,9
User_2431,12,2
User_2432,11,10
User_2433,8,2
User_2434,10,1
User_2435,5,1
User_2436,11,0
User_2437,3,1
User_2438,13,10
User_2439,15,1
User_2440,12,10
User_2441,5,6
User_2442,1,7
User_2443,11,8
User_2444,12,10
User_2445,13,7
User_2446,12,1
User_2447,13,9
User_2448,12,5
User_2449,14,7
User_2450,13,6
User_2451,12,1
User_2452,11,2
User_2453,9,5
User_2454,5,8
User_2455,5,0
User_2456,12,7
User_2457,12,9
User_2458,7,4
User_2459,0,2
User_2460,15,1
User_2461,12,7
User_2462,12,10
User_2463,11,0
User_2464,15,9
User_2465,2,1
User_2466,1,10
User_2467,13,5
User_2468,4,10
User_2469,8,0
User_2470,12,10
User_2471,6,6
User_2472,2,7
User_2473,2,7
User_2474,7,1
User_2475,6,3
User_2476,4,8
User_2477,7,3
User_2478,14,1
User_2479,2,1
User_2480,0,8
User_2481,11,4
User_2482,7,8
User_2483,0,2
User_2484,0,0
User_2485,14,4
User_2486,3,7
User_2487,9,1
User_2488,7,3
User_2489,8,1
User_2490,10,3
User_2491,4,10
User_2492,3,2
User_2493,0,3
User_2494,14,0
User_2495,11,10
User_2496,13,0
User_2497,11,3
User_2498,6,1
User_2499,10,5
User_2500,8,8
User_2501,3,2
User_2502,0,2
User_2503,3,10
User_2504,0,0
User_2505,1,8
User_2506,2,5
User_2507,9,6
User_2508,3,9
User_2509,6,0
User_2510,7,8
User_2511,7,3
User_2512,9,5
User_2513,11,0
User_2514,13,9
User_2515,9,0
User_2516,13,1
User_2517,4,10
User_2518,15,0
User_2519,6,6
User_2520,3,7
User_2521,2,6
User_2522,13,0
User_2523,7,0
User_2524,8,10
User_2525,12,8
User_2526,7,5
User_2527,2,5
User_2528,3,5
User_2529,10,0
User_2530,4,7
User_2531,0,2
User_2532,11,5
User_2533,1,3
User_2534,4,1
User_2535,13,5
User_2536,6,4
User_2537,13,3
User_2538,15,1
User_2539,14,7
User_2540,5,2
User_2541,14,2
User_2542,11,10
User_2543,7,1
User_2544,15,4
User_2545,2,5
User_2546,1,5
User_2547,7,3
User_2548,8,5
User_2549,7,0
User_2550,9,0
User_2551,10,0
User_2552,4,0
User_2553,13,1
User_2554,14,1
User_2555,13,7
User_2556,8,0
User_2557,2,0
User_2558,4,8
User_2559,5,5
User_2560,1,7
User_2561,2,3
User_2562,4,1
User_2563,4,4
User_2564,9,6
User_2565,13,9
User_2566,9,8
User_2567,10,10
User_2568,9,3
User_2569,3,4
User_2570,15,0
User_2571,7,4
User_2572,6,1
User_2573,5,0
User_2574,14,9
User_2575,14,0
User_2576,3,8
User_2577,6,2
User_2578,7,2
User_2579,13,10
User_2580,0,8
User_2581,3,4
User_2582,10,4
User_2583,8,2
User_2584,1,3
User_2585,13,9
User_2586,14,7
User_2587,2,8
User_2588,0,7
User_2589,4,3
User_2590,9,10
User_2591,13,2
User_2592,4,2
User_2593,11,0
User_2594,15,9
User_2595,5,4
User_2596,7,3
User_2597,14,0
User_2598,6,10
User_2599,4,4
User_2600,11,4
User_2601,3,9
User_2602,14,2
User_2603,3,10
User_2604,12,5
User_2605,8,2
User_2606,12,5
User_2607,13,1
User_2608,8,0
User_2609,11,9
User_2610,8,4
User_2611,4,8
User_2612,5,3
User_2613,1,6
User_2614,9,7
User_2615,0,7
User_2616,5,2
User_2617,4,8
User_2618,2,5
User_2619,8,6
User_2620,5,3
User_2621,6,2
User_2622,13,1
User_2623,10,7
User_2624,2,2
User_2625,11,6
User_2626,6,6
User_2627,9,3
User_2628,8,3
User_2629,14,4
User_2630,13,4
User_2631,1,1
User_2632,1,6
User_2633,11,8
User_2634,6,5
User_2635,6,7
User_2636,8,2
User_2637,9,0
User_2638,9,7
User_2639,14,6
User_2640,0,2
User_2641,14,10
User_2642,7,10
User_2643,5,6
User_2644,2,8
User_2645,5,5
User_2646,7,8
User_2647,12,5
User_2648,7,6
User_2649,0,10
User_2650,10,4
User_2651,4,9
User_2652,7,8
User_2653,11,4
User_2654,0,5
User_2655,1,3
User_2656,10,1
User_2657,7,8
User_2658,3,4
User_2659,8,10
User_2660,9,6
User_2661,1,1
User_2662,6,1
User_2663,7,4
User_2664,12,6
User_2665,0,0
User_2666,7,6
User_2667,13,9
User_2668,15,1
User_2669,10,3
User_2670,0,9
User_2671,15,9
User_2672,7,3
User_2673,4,3
User_2674,10,2
User_2675,4,1
User_2676,10,2
User_2677,2,7
User_2678,13,4
User_2679,6,2
User_2680,4,7
User_2681,2,10
User_2682,4,2
User_2683,15,6
User_2684,13,7
User_2685,7,9
User_2686,14,7
User_2687,13,8
User_2688,3,1
User_2689,0,10
User_2690,11,1
User_2691,4,2
User_2692,2,7
User_2693,14,9
User_2694,1,9
User_2695,7,7
User_2696,12,1
User_2697,1,0
User_2698,4,1
User_2699,0,4
User_2700,10,3
User_2701,6,9
User_2702,2,3
User_2703,11,4
User_2704,8,9
User_2705,15,7
User_2706,7,2
User_2707,2,5
User_2708,13,0
User_2709,11,10
User_2710,6,7
User_2711,6,10
User_2712,9,6
User_2713,8,1
User_2714,9,2
User_2715,13,5
User_2716,6,4
User_2717,14,4
User_2718,3,10
User_2719,1,10
User_2720,5,0
User_2721,12,9
User_2722,10,5
User_2723,0,0
User_2724,13,3
User_2725,13,3
User_2726,0,4
User_2727,3,8
User_2728,1,5
User_2729,1,1
User_2730,7,0
User_2731,11,6
User_2732,6,9
User_2733,6,1
User_2734,11,8
User_2735,0,7
User_2736,15,5
User_2737,0,4
User_2738,6,2
User_2739,2,10
User_2740,14,8
User_2741,6,4
User_2742,9,3
User_2743,15,6
User_2744,2,7
User_2745,14,2
User_2746,14,7
User_2747,10,10
User_2748,9,5
User_2749,15,7
User_2750,4,4
User_2751,2,9
User_2752,13,5
User_2753,12,1
User_2754,7,8
User_2755,1,0
User_2756,0,10
User_2757,13,8
User_2758,13,5
User_2759,1,0
User_2760,13,7
User_2761,0,7
User_2762,12,5
User_2763,15,6
User_2764,8,6
User_2765,4,10
User_2766,2,0
User_2767,3,1
User_2768,6,9
User_2769,13,6
User_2770,14,9
User_2771,6,2
User_2772,4,8
User_2773,10,10
User_2774,2,9
User_2775,3,5
User_2776,5,7
User_2777,15,2
User_2778,14,6
User_2779,4,3
User_2780,8,8
User_2781,9,6
User_2782,0,6
User_2783,1,8
User_2784,12,5
User_2785,7,10
User_2786,11,0
User_2787,12,10
User_2788,13,0
User_2789,5,10
User_2790,4,6
User_2791,9,8
User_2792,6,4
User_2793,7,5
User_2794,6,4
User_2795,2,8
User_2796,15,10
User_2797,14,4
User_2798,3,0
User_2799,4,5
User_2800,11,8
User_2801,15,9
User_2802,4,7
User_2803,1,0
User_2804,7,3
User_2805,9,6
User_2806,7,4
User_2807,12,2
User_2808,10,2
User_2809,7,4
User_2810,10,4
User_2811,13,2
User_2812,9,0
User_2813,1,6
User_2814,14,0
User_2815,14,3
User_2816,12,5
User_2817,11,1
User_2818,2,6
User_2819,4,1
User_2820,11,10
User_2821,14,5
User_2822,3,7
User_2823,10,0
User_2824,3,8
User_2825,11,0
User_2826,3,10
User_2827,13,6
User_2828,10,4
User_2829,4,4
User_2830,4,9
User_2831,9,8
User_2832,10,7
User_2833,15,10
User_2834,6,2
User_2835,11,3
User_2836,7,2
User_2837,0,5
User_2838,6,1
User_2839,6,5
User_2840,7,3
User_2841,13,5
User_2842,7,6
User_2843,9,5
User_2844,8,3
User_2845,10,9
User_2846,3,1
User_2847,7,8
User_2848,7,3
User_2849,5,7
User_2850,12,6
User_2851,14,3
User_2852,0,4
User_2853,0,2
User_2854,1,7
User_2855,4,3
User_2856,14,0
User_2857,13,1
User_2858,2,7
User_2859,0,10
User_2860,13,10
User_2861,1,6
User_2862,10,9
User_2863,10,9
User_2864,9,1
User_2865,2,4
User_2866,10,4
User_2867,15,7
User_2868,7,3
User_2869,4,9
User_2870,7,9
User_2871,7,4
User_2872,7,7
User_2873,11,10
User_2874,7,2
User_2875,0,8
User_2876,2,7
User_2877,4,10
User_2878,8,8
User_2879,6,3
User_2880,9,3
User_2881,11,3
User_2882,13,3
User_2883,5,7
User_2884,13,5
User_2885,7,8
User_2886,0,2
User_2887,15,8
User_2888,9,1
User_2889,6,5
User_2890,6,4
User_2891,1,10
User_2892,7,6
User_2893,9,9
User_2894,11,3
User_2895,3,7
User_2896,2,2
User_2897,9,8
User_2898,9,4
User_2899,11,10
User_2900,7,6
User_2901,15,8
User_2902,11,8
User_2903,9,3
User_2904,0,7
User_2905,1,6
User_2906,2,3
User_2907,15,4
User_2908,1,7
User_2909,3,0
User_2910,5,3
User_2911,13,0
User_2912,11,7
User_2913,11,9
User_2914,8,9
User_2915,8,7
User_2916,9,0
User_2917,12,2
User_2918,1,7
User_2919,4,10
User_2920,10,2
User_2921,5,3
User_2922,9,1
User_2923,13,8
User_2924,7,10
User_2925,6,10
User_2926,5,10
User_2927,1,3
User_2928,4,9
User_2929,11,10
User_2930,15,10
User_2931,14,5
User_2932,10,7
User_2933,13,3
User_2934,5,5
User_2935,9,2
User_2936,14,3
User_2937,9,2
User_2938,8,3
User_2939,3,10
User_2940,10,4
User_2941,4,0
User_2942,12,5
User_2943,7,1
User_2944,13,9
User_2945,8,6
User_2946,5,7
User_2947,11,4
User_2948,4,9
User_2949,12,0
User_2950,4,7
User_2951,9,1
User_2952,1,0
User_2953,1,7
User_2954,10,0
User_2955,13,3
User_2956,7,0
User_2957,14,7
User_2958,4,0
User_2959,5,9
User_2960,7,2
User_2961,3,8
User_2962,13,1
User_2963,10,5
User_2964,1,0
User_2965,1,5
User_2966,1,7
User_2967,15,2
User_2968,12,5
User_2969,0,2
User_2970,8,6
User_2971,0,10
User_2972,5,8
User_2973,10,3
User_2974,7,4
User_2975,14,8
User_2976,7,1
User_2977,13,7
User_2978,6,5
User_2979,2,0
User_2980,3,4
User_2981,8,3
User_2982,4,8
User_2983,15,3
User_2984,6,10
User_2985,2,8
User_2986,10,2
User_2987,15,2
User_2988,3,7
User_2989,13,8
User_2990,1,6
User_2991,13,3
User_2992,4,0
User_2993,4,5
User_2994,0,5
User_2995,13,10
User_2996,9,0
User_2997,5,5
User_2998,0,5
User_2999,12,9
User_3000,4,0
User_3001,13,8
User_3002,0,6
User_3003,5,7
User_3004,10,10
User_3005,8,7
User_3006,11,0
User_3007,11,6
User_3008,6,9
User_3009,11,2
User_3010,6,9
User_3011,15,9
User_3012,3,7
User_3013,11,3
User_3014,5,3
User_3015,14,2
User_3016,0,3
User_3017,6,1
User_3018,4,2
User_3019,6,8
User_3020,14,1
User_3021,10,5
User_3022,7,0
User_3023,5,9
User_3024,2,7
User_3025,14,1
User_3026,12,3
User_3027,2,7
User_3028,4,7
User_3029,9,4
User_3030,0,5
User_3031,0,5
User_3032,8,2
User_3033,9,10
User_3034,5,7
User_3035,0,4
User_3036,13,2
User_3037,1,6
User_3038,0,7
User_3039,4,3
User_3040,8,5
User_3041,5,4
User_3042,6,2
User_3043,11,0
User_3044,7,0
User_3045,4,5
User_3046,3,1
User_3047,4,1
User_3048,7,4
User_3049,4,10
User_3050,8,9
User_3051,10,7
User_3052,1,8
User_3053,15,5
User_3054,11,7
User_3055,4,2
User_3056,5,8
User_3057,11,10
User_3058,8,10
User_3059,10,5
User_3060,9,4
User_3061,5,2
User_3062,13,3
User_3063,0,9
User_3064,9,7
User_3065,1,9
User_3066,13,4
User_3067,2,1
User_3068,7,10
User_3069,7,5
User_3070,2,3
User_3071,4,0
User_3072,6,4
User_3073,3,8
User_3074,14,3
User_3075,0,1
User_3076,7,0
User_3077,12,9
User_3078,15,8
User_3079,2,4
User_3080,7,5
User_3081,5,0
User_3082,5,0
User_3083,15,10
User_3084,0,9
User_3085,10,0
User_3086,11,8
User_3087,3,7
User_3088,3,4
User_3089,13,3
User_3090,3,7
User_3091,2,8
User_3092,6,2
User_3093,2,10
User_3094,12,4
User_3095,0,8
User_3096,5,2
User_3097,9,8
User_3098,6,3
User_3099,9,3
User_3100,5,4
User_3101,15,6
User_3102,10,4
User_3103,3,5
User_3104,5,3
User_3105,7,2
User_3106,12,9
User_3107,2,9
User_3108,5,1
User_3109,13,4
User_3110,13,4
User_3111,3,4
User_3112,0,2
User_3113,4,4
User_3114,11,3
User_3115,2,3
User_3116,5,9
User_3117,5,1
User_3118,1,4
User_3119,11,3
User_3120,4,1
User_3121,10,6
User_3122,11,7
User_3123,5,9
User_3124,0,10
User_3125,9,8
User_3126,0,6
User_3127,1,4
User_3128,11,6
User_3129,2,9
User_3130,13,4
User_3131,5,3
User_3132,2,6
User_3133,11,1
User_3134,1,1
User_3135,10,1
User_3136,5,7
User_3137,14,6
User_3138,3,4
User_3139,1,8
User_3140,10,2
User_3141,3,7
User_3142,0,1
User_3143,6,8
User_3144,14,6
User_3145,8,2
User_3146,8,10
User_3147,5,0
User_3148,0,3
User_3149,6,7
User_3150,5,8
User_3151,15,2
User_3152,10,2
User_3153,13,6
User_3154,10,10
User_3155,5,3
User_3156,7,0
User_3157,11,4
User_3158,5,3
User_3159,11,0
User_3160,9,1
User_3161,11,5
User_3162,6,2
User_3163,8,10
User_3164,9,4
User_3165,10,9
User_3166,10,6
User_3167,0,9
User_3168,4,0
User_3169,7,10
User_3170,2,4
User_3171,15,9
User_3172,13,10
User_3173,12,10
User_3174,9,7
User_3175,2,5
User_3176,9,6
User_3177,8,2
User_3178,10,1
User_3179,2,8
User_3180,2,5
User_3181,12,6
User_3182,14,4
User_3183,12,4
User_3184,3,3
User_3185,6,2
User_3186,15,0
User_3187,12,8
User_3188,9,0
User_3189,1,6
User_3190,14,1
User_3191,12,6
User_3192,13,3
User_3193,4,6
User_3194,10,10
User_3195,13,0
User_3196,8,7
User_3197,10,0
User_3198,13,1
User_3199,6,6
User_3200,9,4
User_3201,8,0
User_3202,14,1
User_3203,1,7
User_3204,8,0
User_3205,10,4
User_3206,2,10
User_3207,2,3
User_3208,7,9
User_3209,0,1
User_3210,4,7
User_3211,10,3
User_3212,8,9
User_3213,6,10
User_3214,12,8
User_3215,4,8
User_3216,2,10
